#  FirstLayer_H  LastLayer_H NHits_H  AverageZP_H Thrust_H  PID_Angle_H  PID_Front_H  PID_LLR_M_H  FirstLayer_L  LastLayer_L  NHits_L  AverageZP_L  Thrust_L  PID_Angle_L  PID_Front_L  PID_LLR_M_L  Energy_As  Angle_Bet  Distance_Bet   Sig   Bg
5.899333022645120899e-04 1.238859934755475421e-02 1.061879944076121914e-02 5.364460024274193550e-01 5.005328038661203006e-04 2.332994600119570050e-02 3.666625432097272205e-04 4.457935593736276833e-03 5.899333022645120899e-04 4.719466418116096719e-03 4.719466418116096719e-03 7.512800604338562005e-01 5.589998545936213656e-04 2.332994600119570050e-02 3.666625432097272205e-04 5.413520883463738588e-03 1.619286683786978049e-04 8.750604558482983318e-04 3.825612398064227593e-01 0.000000000000000000e+00 1.000000000000000000e+00
1.726478861405946830e-03 5.006788698077245525e-02 5.006788698077245525e-02 6.015290261925420046e-01 1.624559116836911269e-03 1.180758903205530730e-01 2.254562130180767744e-04 6.580645619599703733e-02 1.553830975265352125e-02 2.244422519827730944e-02 6.905915445623787320e-03 1.726478861405946830e-03 1.726478861405946830e-03 1.180758903205530730e-01 2.254562130180767744e-04 -2.997730135509541968e-02 1.335813296421642805e-03 3.353279465748620902e-03 7.740921767506189211e-01 0.000000000000000000e+00 1.000000000000000000e+00
8.073139069256312500e-03 1.092248227017030525e-02 5.223795868342319751e-03 7.130265285094531391e-01 4.617967092292386464e-04 2.182894458308400412e-02 1.864936582941781633e-03 7.760638778367670923e-03 3.324233734399658063e-03 4.748905334856654871e-03 2.374452667428327435e-03 6.952397410230142238e-01 4.558384476618073853e-04 2.182894458308400412e-02 1.864936582941781633e-03 -5.071731170614874988e-03 2.259636483585363790e-04 2.946286404638689634e-04 8.329103642133485474e-02 0.000000000000000000e+00 1.000000000000000000e+00
1.114709688218673642e-03 4.180161330820026701e-03 3.344129064656021361e-03 8.270100846249853754e-01 2.304404503776707276e-04 1.398170580355168405e-02 1.090919554052710810e-04 4.653752430117859447e-03 2.786774220546684106e-04 3.344129064656021361e-03 4.458838752874694569e-03 5.349909809894497492e-01 2.754274580909246944e-04 1.398170580355168405e-02 1.090919554052710810e-04 -2.737699405200279268e-03 1.416108795203147540e-04 4.986588022374632227e-04 1.713399500292980271e-01 0.000000000000000000e+00 1.000000000000000000e+00
5.976938068078631924e-04 2.988469034039315745e-03 4.183856647655042130e-03 1.444711221960836844e-01 5.874925482214085962e-04 4.358701391656302770e-02 3.358632164777755310e-04 -3.358929218599738652e-03 5.976938068078631924e-04 2.988469034039315745e-03 2.988469034039315745e-03 5.833491554444745208e-01 5.976938068078631924e-04 4.358701391656302770e-02 3.358632164777755310e-04 -1.418685422145337348e-02 7.845089830637288345e-06 1.353546180996047102e-03 7.967257249361202609e-01 0.000000000000000000e+00 1.000000000000000000e+00
6.799898852690204002e-04 2.039969655807061244e-02 1.359979770538040714e-02 5.881912507577026217e-01 6.752507637626264545e-04 2.192299153932336653e-02 4.020902453777088631e-03 2.840872622515077522e-02 4.759929196883143018e-03 9.519858393766286037e-03 5.439919082152163202e-03 7.571687372470542465e-01 6.261694338388512247e-04 2.192299153932336653e-02 4.020902453777088631e-03 2.172716737217371234e-03 4.276244231612665362e-04 6.444912853045052471e-04 2.795984994210722330e-01 0.000000000000000000e+00 1.000000000000000000e+00
3.398879827219896473e-04 3.738767809941886174e-03 4.418543775385865360e-03 7.437794557391986805e-01 3.322652129670887792e-04 1.551449423008159807e-02 1.501593226172970828e-03 -6.379534289460038476e-04 3.398879827219896473e-04 2.719103861775917178e-03 3.738767809941886174e-03 6.642028758852284165e-01 2.946585450404021309e-04 1.551449423008159807e-02 1.501593226172970828e-03 3.344040090815642713e-03 1.839341885954111973e-04 3.275878105040618210e-04 7.123004583090153385e-02 0.000000000000000000e+00 1.000000000000000000e+00
2.467513402230085890e-04 1.233756701115042891e-03 1.974010721784068712e-03 4.055358276565145803e-01 2.355289905691300434e-04 1.205654536428920655e-02 1.095134241016024711e-02 2.927052487953787051e-03 2.467513402230085890e-04 2.467513402230085782e-03 2.714264742453094317e-03 5.243690029955854204e-01 2.449689319169076596e-04 1.205654536428920655e-02 1.095134241016024711e-02 -3.043687651704419378e-03 7.862176265690666750e-05 4.374034177944397775e-04 7.483382361282160389e-01 0.000000000000000000e+00 1.000000000000000000e+00
1.280368329517126086e-03 1.984570910751545444e-02 2.368681409606683552e-02 6.902223034628384157e-01 6.290770335184185311e-04 2.864343487023669060e-02 4.108956762718031399e-04 1.689682558846726523e-02 6.401841647585631082e-03 1.920552494275689151e-02 1.152331496565413629e-02 5.245242107212187976e-01 6.298845618238449766e-04 2.864343487023669060e-02 4.108956762718031399e-04 3.432914090375680481e-03 3.824375695957907923e-04 1.039978919576619925e-03 4.950028349696422580e-01 0.000000000000000000e+00 1.000000000000000000e+00
7.694755483511370869e-03 1.325207888826958336e-02 3.419891326005053672e-03 3.755468162369299812e-01 4.088180839748016418e-04 1.188189900101924330e-02 1.087799032975687459e-05 3.824715874632554549e-03 2.992404910254421908e-03 4.702350573256948961e-03 3.419891326005053672e-03 6.705124431048657963e-01 4.136892061849969352e-04 1.188189900101924330e-02 1.087799032975687459e-05 7.287628535797278928e-03 5.576303801617540383e-06 4.047475155753825233e-04 6.393260266166099770e-01 0.000000000000000000e+00 1.000000000000000000e+00
1.168249492273911632e-03 5.841247461369558809e-03 6.425372207506514950e-03 6.911788654982903291e-01 5.447563153841395670e-04 2.404768330602681525e-02 3.186555867359566318e-04 5.922650501866457686e-04 5.841247461369558159e-04 1.577136814569780887e-02 8.177746445917382506e-03 4.899971964239304700e-01 5.581258209861968047e-04 2.404768330602681525e-02 3.186555867359566318e-04 1.860561092479910694e-02 3.357537358300299597e-05 1.240436212526262790e-04 5.294127602025124890e-01 0.000000000000000000e+00 1.000000000000000000e+00
1.048470871177662475e-03 3.669648049121818772e-03 3.931765766916233903e-03 3.044060341946573933e-01 2.409978448008483730e-04 1.457978797123554195e-02 8.922402711816777897e-04 9.028283591213524112e-03 2.359059460149740516e-03 4.456001202505065033e-03 1.834824024560909386e-03 4.999708052760254984e-01 2.464087146375067128e-04 1.457978797123554195e-02 8.922402711816777897e-04 3.046065018252265728e-03 8.777158566267971335e-05 3.661724754748329038e-04 8.104255465618221965e-01 0.000000000000000000e+00 1.000000000000000000e+00
2.436832657769272585e-04 7.066814707530890034e-03 5.848398378646254420e-03 7.358990699514160738e-01 2.347359716757223811e-04 7.290672390170738378e-03 1.461111946385369612e-04 5.153770213268289539e-03 2.436832657769272585e-04 9.747330631077090338e-04 1.218416328884636265e-03 4.454530098402230132e-01 2.414107731135979422e-04 7.290672390170738378e-03 1.461111946385369612e-04 -2.997611209971084208e-03 2.074920363519024841e-04 4.010558195451399644e-04 5.097011507003528230e-01 0.000000000000000000e+00 1.000000000000000000e+00
2.856852282677024152e-04 1.714111369606214274e-03 3.713907967480130964e-03 4.924333996202581165e-01 2.676475200512448867e-04 1.479817942777497675e-02 6.614925472335971566e-04 4.060780972252981194e-03 2.856852282677024152e-04 1.142740913070809661e-03 1.428426141338511859e-03 8.212764668148602176e-01 2.763284656714785925e-04 1.479817942777497675e-02 6.614925472335971566e-04 4.366899550787303394e-03 2.163307395532022988e-04 4.510385528055213165e-04 2.872616679258063743e-01 0.000000000000000000e+00 1.000000000000000000e+00
6.656006203476438725e-03 1.146312179487608829e-02 4.437337468984292772e-03 6.906222486458749588e-01 3.672789399972012955e-04 2.693214317396459574e-03 1.683825356011797082e-05 4.096821368508151567e-03 7.395562448307154259e-04 3.328003101738219362e-03 3.328003101738219362e-03 7.109600453787195962e-01 3.567144529954189539e-04 2.693214317396459574e-03 1.683825356011797082e-05 3.879693941253934634e-03 1.031653967735911612e-04 2.634859927720589940e-04 1.315748619715484402e-01 0.000000000000000000e+00 1.000000000000000000e+00
6.925653592449832613e-03 9.056623928588242514e-03 5.593797132363326208e-03 8.577726436635894069e-01 2.466909285749285764e-04 2.199036538670270588e-02 3.222611566855961701e-02 4.610031746600816438e-03 5.327425840346024753e-04 6.392911008415230571e-03 2.130970336138409901e-03 4.557612806416024842e-01 2.535468728002574705e-04 2.199036538670270588e-02 3.222611566855961701e-02 -1.617625975073675370e-03 1.173895620207326572e-04 4.807951743109388455e-04 2.307213436459551459e-01 0.000000000000000000e+00 1.000000000000000000e+00
2.984891031193910994e-04 3.283380134313302039e-03 6.268271165507212708e-03 6.645788243568494513e-01 2.469149320770998974e-04 2.499294212877591417e-02 5.203327713179912528e-05 2.486172512508821441e-03 4.477336546790866220e-03 8.656183990462341937e-03 2.089423721835737859e-03 7.399118325401348173e-01 2.578512444773809614e-04 2.499294212877591417e-02 5.203327713179912528e-05 7.950993932691481072e-04 2.504289547413935508e-04 8.482594667652229060e-05 9.726074899673846363e-02 0.000000000000000000e+00 1.000000000000000000e+00
5.160932604547592345e-04 1.238623825091422076e-02 9.805771948640424479e-03 7.421964015449435959e-01 5.101061141495495926e-04 2.843467427801541283e-02 4.433788166162464081e-05 9.539558658659609558e-03 1.032186520909518469e-03 6.709212385911870156e-03 5.160932604547592562e-03 6.151831664620730500e-01 5.100209587615746071e-04 2.843467427801541283e-02 4.433788166162464081e-05 6.103191939195910277e-03 3.674300163144635171e-05 3.215987155850609665e-04 2.619650321808541515e-01 0.000000000000000000e+00 1.000000000000000000e+00
1.180092936663602789e-03 4.130325278322610413e-03 5.900464683318014381e-03 6.266293493683731120e-01 5.232458325357873617e-04 3.144763935738262989e-02 9.926463845574877648e-05 2.100973385389418024e-02 5.900464683318013947e-04 2.360185873327205579e-03 2.360185873327205579e-03 5.552337267002251942e-01 5.623902823053279461e-04 3.144763935738262989e-02 9.926463845574877648e-05 -3.564443573054869221e-03 4.084439134619850678e-04 8.133137974559908603e-04 5.445667545368938489e-01 0.000000000000000000e+00 1.000000000000000000e+00
2.584069185562883021e-04 8.010614475244938124e-03 8.527428312357513210e-03 4.622194838898176505e-01 2.456190578556176839e-04 1.328295776194079320e-02 3.353563902323458950e-03 4.824025371484994690e-03 2.584069185562883021e-04 1.808848429894018223e-03 1.808848429894018223e-03 7.485789765250197014e-01 2.549754297220119389e-04 1.328295776194079320e-02 3.353563902323458950e-03 -3.046416012382165313e-03 1.070433863669718075e-04 4.758944813825837861e-04 4.747955542800395001e-01 0.000000000000000000e+00 1.000000000000000000e+00
3.374047005464697081e-04 2.699237604371757665e-03 6.073284609836454746e-03 6.307218423080439562e-01 3.319300056158727046e-04 2.634178723905336583e-02 3.907018893351312666e-02 4.994056536193307826e-03 5.735879909289984604e-03 6.410689310382924021e-03 1.349618802185878833e-03 7.628720279355679645e-01 3.139317254532122460e-04 2.634178723905336583e-02 3.907018893351312666e-02 -1.938178451892225932e-03 2.967913979631013003e-04 5.208841283062478917e-04 1.250044770472356070e-01 0.000000000000000000e+00 1.000000000000000000e+00
2.526262015591257707e-04 7.578786046773772905e-03 9.094543256128526446e-03 4.660672751055937590e-01 2.508659021866617672e-04 8.916419047671203871e-03 1.432341780720721965e-03 8.699439918909280048e-03 2.526262015591257707e-04 7.578786046773773122e-04 1.010504806236503083e-03 4.953999812574456096e-01 2.263606048577831303e-04 8.916419047671203871e-03 1.432341780720721965e-03 2.467468092338820623e-03 1.880754324255596655e-04 6.117688052893157551e-04 7.327843346221837306e-01 0.000000000000000000e+00 1.000000000000000000e+00
5.255776091929869297e-03 8.934819356280777544e-03 5.781353701122856313e-03 8.328242879424623268e-01 2.408497761292333755e-04 6.971587529242283254e-03 2.669897464267730123e-04 3.270801644776669820e-03 2.627888045964934540e-04 2.102310436771947632e-03 2.627888045964934648e-03 5.308333852849168588e-01 2.578288498618978549e-04 6.971587529242283254e-03 2.669897464267730123e-04 6.635728458006102254e-03 1.731083408691538904e-04 2.431463926081239824e-04 1.559328587839339808e-01 0.000000000000000000e+00 1.000000000000000000e+00
6.837337672936427690e-03 7.499015512252855953e-03 1.764474238177142539e-03 7.162552110401172456e-01 1.859910900212388240e-04 1.706287987294110089e-02 1.267418978012004472e-03 -3.249819679838649496e-04 2.646711357265713917e-03 6.616778393164284358e-03 2.205592797721428119e-03 6.929244504258199600e-01 2.155130598983800061e-04 1.706287987294110089e-02 1.267418978012004472e-03 3.745226259387491458e-03 8.034140848021624059e-05 1.710813488764258877e-04 7.792742686378049954e-02 0.000000000000000000e+00 1.000000000000000000e+00
5.973520631704755737e-04 1.553115364243236318e-02 2.150467427413712065e-02 7.247207245190169234e-01 5.682656770401660990e-04 1.564695691075065551e-02 7.294164493523937383e-05 3.144142393998062418e-02 1.792056189511426504e-03 1.075233713706856033e-02 6.570872694875230444e-03 4.635452010202890105e-01 5.961688879389538112e-04 1.564695691075065551e-02 7.294164493523937383e-05 1.676472985693206949e-02 2.805257280866281532e-04 5.307934834414506069e-04 5.072271381240900379e-01 0.000000000000000000e+00 1.000000000000000000e+00
6.571458217023584290e-04 7.447652645960062268e-03 1.423815947021776600e-02 6.771317947215387267e-01 1.902888832056444347e-04 1.171899753417999200e-02 2.412181443896524100e-02 8.630211961751893882e-03 6.571458217023584507e-03 7.228604038725942177e-03 8.761944289364778692e-04 7.093286980655673091e-01 2.180631513598946182e-04 1.171899753417999200e-02 2.412181443896524100e-02 -3.056065405771106989e-03 2.082476927940373347e-04 2.579614970662246257e-04 1.909662121660173628e-01 0.000000000000000000e+00 1.000000000000000000e+00
7.021874199428951866e-04 7.021874199428951649e-03 1.193718613902921763e-02 5.696805249376416524e-01 6.907998358974552821e-04 4.396042376427719556e-02 6.457137860377618055e-04 1.153267913858497563e-02 1.263937355897211401e-02 1.474593581880079968e-02 4.915311939600265981e-03 7.435161351372161498e-01 6.784579791483130338e-04 4.396042376427719556e-02 6.457137860377618055e-04 -3.947516510564611295e-03 6.060878753368024443e-04 1.252226765638597824e-03 3.435649477391844453e-01 0.000000000000000000e+00 1.000000000000000000e+00
2.751044617442618316e-04 6.877611543606545683e-03 8.803342775816378613e-03 5.222858206214811005e-01 2.471370120379860346e-04 1.636648217576313832e-02 1.328798842043125506e-04 -2.909997224393835215e-03 2.751044617442618316e-04 6.877611543606545683e-03 6.327402620118021369e-03 8.204895110274382786e-01 2.741952965190893655e-04 1.636648217576313832e-02 1.328798842043125506e-04 7.246844922667838515e-03 1.063625376263369659e-05 6.413735352093682387e-04 2.306618806563105750e-01 0.000000000000000000e+00 1.000000000000000000e+00
2.349691928402400799e-04 5.874229821006001807e-03 5.874229821006001807e-03 7.049592482462258003e-01 1.868870709586332036e-04 1.272383649890403839e-02 5.326105436407931607e-05 5.015678941886555706e-03 2.349691928402400799e-04 7.049075785207202125e-04 1.174845964201200318e-03 6.749020125950215832e-01 2.192139915280777451e-04 1.272383649890403839e-02 5.326105436407931607e-05 -2.995591693525151509e-03 1.922000063717824517e-04 4.095474261288566077e-04 2.170495681088459861e-01 0.000000000000000000e+00 1.000000000000000000e+00
1.341772124482861102e-02 2.515822733405364414e-02 3.018987280086437436e-02 7.592193658162996739e-01 1.369854240997678404e-03 1.291587213799407774e-01 6.982062199110572085e-05 4.120336482266569872e-02 1.509493640043218718e-02 2.515822733405364414e-02 1.341772124482861102e-02 -1.283069594036735928e-01 1.438300217447251389e-03 1.291587213799407774e-01 6.982062199110572085e-05 1.353070298619098860e-02 1.199098475499318309e-03 2.466022525562151964e-03 6.075375116370710371e-01 0.000000000000000000e+00 1.000000000000000000e+00
3.063384337632558030e-04 1.838030602579534926e-03 3.369722771395814321e-03 6.431993262483208795e-01 2.650831016761171204e-04 2.391369562316887284e-02 8.568717929549870887e-04 2.565825961256133162e-03 3.063384337632558030e-04 3.063384337632558355e-03 3.982399638922325819e-03 5.911860316781275548e-01 3.047406337604334145e-04 2.391369562316887284e-02 8.568717929549870887e-04 -4.556707617619989992e-03 1.575478346507796308e-04 2.038103297054655002e-04 4.853666274879848141e-01 0.000000000000000000e+00 1.000000000000000000e+00
4.834632469855849814e-04 5.318095716841434416e-03 7.251948704783774992e-03 5.472803955876821558e-01 4.330311168005565939e-04 3.548175446686967216e-02 7.677700943976690736e-05 2.749729947692335433e-03 4.834632469855849814e-04 7.251948704783774992e-03 7.251948704783774992e-03 7.181040600738139990e-01 4.252115338974869763e-04 3.548175446686967216e-02 7.677700943976690736e-05 1.097852305653491609e-02 9.207929805540645695e-05 5.813420251128564474e-04 4.265881858240134772e-01 0.000000000000000000e+00 1.000000000000000000e+00
2.727638266858880157e-04 2.727638266858879723e-03 3.273165920230655754e-03 5.476188245254459686e-01 2.684101341426238345e-04 1.672188213508152971e-02 5.134085944478232423e-04 -1.201897524702416229e-03 2.727638266858880157e-04 3.000402093544767956e-03 3.545929746916543987e-03 7.955891285515361844e-01 2.701764981314763443e-04 1.672188213508152971e-02 5.134085944478232423e-04 -5.853768118676241222e-03 1.520956737400220107e-04 4.331361096009531857e-04 2.579066619930491799e-01 0.000000000000000000e+00 1.000000000000000000e+00
5.289434273534975896e-03 6.845150236339380724e-03 2.178002347926166673e-03 7.294974616972534909e-01 2.972530448156203257e-04 1.745694488947570344e-02 5.393291693209450273e-04 -1.240880433977403687e-03 3.111431925608809223e-04 1.555715962804404611e-03 2.489145540487047378e-03 6.801590189380857243e-01 2.355451977791525207e-04 1.745694488947570344e-02 5.393291693209450273e-04 -3.555115895336774415e-04 1.074881495884670454e-04 4.907719760039783554e-04 6.720667756716430796e-02 0.000000000000000000e+00 1.000000000000000000e+00
3.716253050270168761e-03 7.897037731824109105e-03 5.806645391047138283e-03 7.305596291139426768e-01 2.213729437401677270e-04 5.266610182009396832e-03 5.921997885727524119e-05 9.552865376851422258e-03 2.322658156418855476e-04 2.090392340776969955e-03 2.090392340776969955e-03 6.769774383997430034e-01 2.307071958860206732e-04 5.266610182009396832e-03 5.921997885727524119e-05 5.221944536598199967e-03 1.536610479440463615e-04 2.454229540739698615e-04 8.770004851395270251e-02 0.000000000000000000e+00 1.000000000000000000e+00
1.612218521010615191e-02 2.172990180492568105e-02 8.411574892229295441e-03 6.000256756456897600e-01 6.881817142780927848e-04 2.394381569919809549e-02 2.356712995430342846e-05 3.323772484264150145e-02 7.009645743524413591e-04 1.682314978445859088e-02 8.411574892229295441e-03 7.624157553063670711e-01 6.484873521687478312e-04 2.394381569919809549e-02 2.356712995430342846e-05 2.219440999941181200e-02 2.524147496553889934e-04 3.475540777633207663e-04 2.340710184487249101e-01 0.000000000000000000e+00 1.000000000000000000e+00
4.570671985518304226e-03 1.180756929592228707e-02 9.141343971036608451e-03 6.631283272322806566e-01 3.793586902564417352e-04 2.871521437342551900e-02 1.832268703528648493e-03 7.872487719812847409e-03 3.047114657012202962e-03 4.570671985518304226e-03 1.904446660632626905e-03 6.063758167454283976e-01 3.799741693282249894e-04 2.871521437342551900e-02 1.832268703528648493e-03 -4.862836956619277437e-03 3.475429662549798376e-04 5.947303158603258703e-04 4.365195141073336393e-01 0.000000000000000000e+00 1.000000000000000000e+00
2.763446282840265663e-04 6.632271078816636724e-03 9.119372733372875170e-03 3.067257909107954372e-01 2.618320861505997661e-04 1.513434628690716807e-02 2.994685940895773304e-05 1.014057777811218190e-02 2.763446282840265663e-04 2.487101654556238880e-03 3.592480167692345145e-03 3.330590297879971184e-01 2.640856765942559939e-04 1.513434628690716807e-02 2.994685940895773304e-05 1.813865952196310090e-03 8.653389367375219430e-05 4.367171434081627184e-04 8.912238893587210997e-01 0.000000000000000000e+00 1.000000000000000000e+00
1.126574476545136446e-03 3.379723429635409643e-02 4.280983010871518279e-02 5.552233308269057810e-01 1.049516895006896841e-03 5.032653779963010970e-02 1.908011596455904671e-04 4.033833525002778614e-02 2.253148953090272893e-03 3.267065981980895456e-02 6.759446859270818245e-03 7.953615804408663559e-01 1.111484574719052553e-03 5.032653779963010970e-02 1.908011596455904671e-04 8.715756618712823880e-03 8.775513846644550885e-04 3.308279456056346024e-04 2.196832058295019596e-01 0.000000000000000000e+00 1.000000000000000000e+00
8.559639210545064852e-04 1.283945881581759728e-02 2.396698978952618159e-02 5.700719714223012602e-01 8.256200000531241714e-04 6.288190350690235630e-02 2.381052814439662613e-04 1.913111804589429782e-02 8.559639210545064852e-04 1.027156705265407782e-02 1.027156705265407782e-02 6.043105282644815057e-01 8.512323236917013159e-04 6.288190350690235630e-02 2.381052814439662613e-04 -7.346740046338671656e-03 6.471632492189779984e-04 6.827777680642534456e-04 5.482192467563365978e-01 0.000000000000000000e+00 1.000000000000000000e+00
2.672081405298509468e-04 6.947411653776124942e-03 5.878579091656721371e-03 5.782869945465457517e-01 2.249453520286454327e-04 1.957382998321003514e-02 7.553928707394997569e-05 4.087439637966363767e-03 1.336040702649254897e-03 7.749036075365678053e-03 5.611370951126870045e-03 8.033421424001349065e-01 2.552354522603861287e-04 1.957382998321003514e-02 7.553928707394997569e-05 6.095105596964134342e-03 7.199030871387464769e-05 5.004164500505432203e-04 1.386680519797699185e-01 0.000000000000000000e+00 1.000000000000000000e+00
1.519903465843773678e-03 3.799758664609434195e-03 3.293124175994842969e-03 3.606457848457911841e-01 2.485098909717295022e-04 1.519789802396253123e-02 6.850731820426046693e-05 3.373709711071124200e-03 2.533172443072956130e-04 1.266586221536478065e-03 1.266586221536478065e-03 4.995416057739869853e-01 2.476932975029804774e-04 1.519789802396253123e-02 6.850731820426046693e-05 -5.281555617392062448e-04 1.585877915585654570e-04 2.528568655474915691e-04 7.873297287204064077e-01 0.000000000000000000e+00 1.000000000000000000e+00
1.925798151997337379e-02 2.626088389087278402e-02 8.753627963624260183e-03 5.882437991555503620e-01 7.624982443585552171e-04 3.694520853670282823e-02 9.084234984554422586e-05 2.243596952027403224e-02 1.663189313088609539e-02 2.713624668723520900e-02 6.127539574536982649e-03 -1.185490704671688378e-01 8.439012070258049020e-04 3.694520853670282823e-02 9.084234984554422586e-05 9.262470229610164293e-03 3.451739332244281784e-04 6.387210695901118567e-04 7.964965650500110961e-01 0.000000000000000000e+00 1.000000000000000000e+00
2.953757456326111443e-03 7.725211808852906585e-03 4.771454352526795575e-03 7.258160953313277375e-01 2.169861809900732830e-04 1.068449892634937282e-02 1.196921596452466872e-05 8.859005700948770906e-03 9.088484481003419576e-04 4.544242240501710113e-03 2.726545344301025981e-03 6.854591571388672921e-01 2.188690423200027619e-04 1.068449892634937282e-02 1.196921596452466872e-05 2.173955036098864767e-03 1.193293927871874415e-04 2.308199904307205923e-04 5.389778488010485424e-02 0.000000000000000000e+00 1.000000000000000000e+00
1.392028849852800778e-03 4.573809078087773955e-03 2.585196435440915638e-03 4.061052864909324156e-01 1.783302307582068766e-04 8.226555620261031751e-03 1.130599866012516908e-05 5.573994136105395701e-03 2.386335171176230154e-03 2.982918963970287475e-03 1.590890114117486697e-03 1.369159804462362073e-01 1.927771038845077544e-04 8.226555620261031751e-03 1.130599866012516908e-05 2.549752795727227780e-03 6.382935509447254518e-05 2.961634842856038100e-04 9.033895961564294419e-01 0.000000000000000000e+00 1.000000000000000000e+00
4.810985844818926882e-03 8.419225228433122044e-03 7.216478767228391190e-03 7.365262513634287522e-01 3.843523452763474664e-04 2.929764411848689853e-02 5.232027289337997777e-04 -4.678138489023994130e-03 5.211901331887171078e-03 8.820140715501367107e-03 5.612816818955415274e-03 6.713616084615511292e-01 3.997607702823899908e-04 2.929764411848689853e-02 5.232027289337997777e-04 -2.364022625342611806e-03 1.938565497648972165e-04 8.685352126918049554e-04 6.909615247017947270e-02 0.000000000000000000e+00 1.000000000000000000e+00
4.665330111957871444e-03 2.254909554112971212e-02 1.943887546649113174e-02 5.666820820480491516e-01 7.513238890831546758e-04 6.514771704998985336e-02 5.063491155252879171e-04 8.705282053068015211e-03 1.477354535453326116e-02 2.332665055978935809e-02 6.997995167936807599e-03 6.915055784516941362e-01 7.542572931465501510e-04 6.514771704998985336e-02 5.063491155252879171e-04 1.184175471780160235e-02 1.318125263622166483e-04 7.112543018175708585e-04 4.361941828645206631e-01 0.000000000000000000e+00 1.000000000000000000e+00
2.966561554102719049e-04 1.483280777051359470e-03 2.076593087871903172e-03 4.539686724413166674e-01 2.960079320450849242e-04 1.857045402319108460e-02 1.395278025205057672e-03 -1.048673279596047453e-03 2.966561554102719049e-04 1.483280777051359470e-03 1.779936932461631321e-03 7.483646046035178356e-01 2.914928550253560930e-04 1.857045402319108460e-02 1.395278025205057672e-03 3.608159400714770933e-03 8.498739035463403807e-05 7.059950451944321326e-04 4.828482085017377634e-01 0.000000000000000000e+00 1.000000000000000000e+00
5.906474511676269162e-03 9.228866424494171217e-03 8.121402453554870532e-03 7.268990388360145605e-02 3.667734248649188338e-04 3.044680408256730114e-02 9.660870030979401123e-04 -1.883911021666070679e-03 3.691546569797668226e-04 2.584082598858367975e-03 5.537319854696502557e-03 6.694003954360228104e-02 2.592668397870403303e-04 3.044680408256730114e-02 9.660870030979401123e-04 4.804124071045452185e-04 1.788362352645340709e-04 1.084705327928237994e-03 9.940576668799685489e-01 0.000000000000000000e+00 1.000000000000000000e+00
1.207474323858426018e-03 5.634880178005987651e-03 3.219931530289136049e-03 4.864109067943025999e-01 3.871864224872275241e-04 1.522772675747850616e-03 1.303315988348923414e-04 3.701589979141308318e-03 8.049828825722840121e-04 8.854811708295124567e-03 3.219931530289136049e-03 6.403638830862519171e-01 3.895313778733047304e-04 1.522772675747850616e-03 1.303315988348923414e-04 1.030839425382525619e-03 8.581817863328384849e-05 3.180127139203143085e-04 5.942942699760547232e-01 0.000000000000000000e+00 1.000000000000000000e+00
2.763384017203190934e-03 6.280418220916342796e-03 4.270684390223112789e-03 5.865466969592738611e-01 2.483828785270118344e-04 1.285486678168132682e-02 1.705939952678352736e-05 5.734313749535528693e-03 3.517034203713151862e-03 8.541368780446225578e-03 5.526768034406381869e-03 7.909535846699717876e-01 2.510850912707433087e-04 1.285486678168132682e-02 1.705939952678352736e-05 -6.756340777195517580e-03 4.714890834486660528e-05 1.686102121252308736e-04 1.725254449414884150e-01 0.000000000000000000e+00 1.000000000000000000e+00
1.264275646057986873e-03 4.214252153526622767e-03 5.899953014937272221e-03 6.376765303493304726e-01 3.876469729216295537e-04 2.550407373062158270e-02 7.708942665949773719e-04 1.702225871240100816e-03 4.214252153526623092e-04 8.428504307053245534e-03 5.899953014937272221e-03 7.592877947389496951e-01 3.469013495476928107e-04 2.550407373062158270e-02 7.708942665949773719e-04 1.798117301881618085e-02 5.794276427935438501e-05 5.858511323535137540e-04 1.227255126590116874e-01 0.000000000000000000e+00 1.000000000000000000e+00
8.243159142401604083e-04 2.472947742720481550e-03 5.770211399681123184e-03 6.913655037750005006e-01 3.374348735364895708e-04 3.023995471331004936e-02 1.143531468929544041e-02 9.684564132411305551e-03 6.594527313921283267e-03 9.891790970881926201e-03 3.709421614080722109e-03 7.090948492426821792e-01 3.736068038166492152e-04 3.023995471331004936e-02 1.143531468929544041e-02 3.486371660694100819e-03 1.984074825041640643e-04 6.656065382025011306e-04 1.296376702769094502e-01 0.000000000000000000e+00 1.000000000000000000e+00
8.542964555122781189e-04 5.980075188585946833e-03 6.834371644098224952e-03 4.109165951014057683e-01 8.496956419511167511e-04 5.017562267305270690e-02 6.196656425987418610e-05 2.374385265582937277e-02 8.542964555122781189e-04 1.025155746614733743e-02 1.708592911024556238e-02 2.708119763973921845e-01 8.088444668932028882e-04 5.017562267305270690e-02 6.196656425987418610e-05 1.947693830141560695e-02 1.821344665815977678e-04 1.717057707453999594e-03 8.668014761687756753e-01 0.000000000000000000e+00 1.000000000000000000e+00
