#  FirstLayer_H  LastLayer_H NHits_H  AverageZP_H Thrust_H  PID_Angle_H  PID_Front_H  PID_LLR_M_H  FirstLayer_L  LastLayer_L  NHits_L  AverageZP_L  Thrust_L  PID_Angle_L  PID_Front_L  PID_LLR_M_L  Energy_As  Angle_Bet  Distance_Bet   Sig   Bg
1.133065687407554430e-03 2.266131374815108859e-03 2.266131374815108859e-03 7.425357138144174085e-01 3.701507296771373141e-04 2.594613085073846012e-02 1.893342414991411662e-02 6.128274904844501804e-03 6.043016999506957247e-03 1.170834543654472940e-02 4.154574187161033487e-03 5.924903210743094339e-01 3.660177592757495350e-04 2.594613085073846012e-02 1.893342414991411662e-02 8.197916071166391760e-03 1.703497787830263535e-04 5.663008296198523582e-04 3.085851258873735237e-01 0.000000000000000000e+00 1.000000000000000000e+00
3.031013416022586976e-03 1.044015732185557717e-02 1.077693659030253166e-02 6.534780730127586201e-01 3.246339303330979470e-04 2.210969806338040564e-02 4.714308270483910939e-04 -9.328610610761035914e-04 1.347117073787816458e-03 7.072364637386036566e-03 3.367792684469541036e-03 7.415879491201928797e-01 3.292769713954687115e-04 2.210969806338040564e-02 4.714308270483910939e-04 7.795929170396753184e-03 2.361544389785429987e-04 2.007125970374298287e-04 1.472281964532224929e-01 0.000000000000000000e+00 1.000000000000000000e+00
8.169657161474072268e-04 8.169657161474072268e-03 1.388841717450592372e-02 5.253570175758637273e-01 7.164267289520143524e-04 5.649302404810714606e-02 9.975872774887201491e-03 1.531831060222720725e-02 1.470538289065333008e-02 1.552234860680073818e-02 4.084828580737036134e-03 8.300371676057657355e-01 8.157637961858111306e-04 5.649302404810714606e-02 9.975872774887201491e-03 -3.210422005087304811e-03 7.368533227528479808e-04 1.200550808752374196e-03 1.657529732095447128e-01 0.000000000000000000e+00 1.000000000000000000e+00
1.111260565145176515e-03 1.666890847717764773e-02 1.166823593402435341e-02 7.195676639329522395e-01 5.502198326960376770e-04 2.757648433183899905e-02 2.763366591110938755e-02 1.923113973971175145e-02 3.889411978008117804e-03 1.666890847717764773e-02 8.334454238588823866e-03 6.786097665943117141e-01 5.382639469647254723e-04 2.757648433183899905e-02 2.763366591110938755e-02 1.731465365712927043e-02 2.423155335915336424e-04 1.764033356910778250e-04 1.312059570711971157e-01 0.000000000000000000e+00 1.000000000000000000e+00
9.106497112391523461e-04 9.106497112391523027e-03 1.730234451354389566e-02 5.590430403927432179e-01 8.117374894235471379e-04 5.737473832385957262e-02 3.392707457695473495e-05 2.542113637873005122e-02 1.821299422478304692e-03 6.374547978674066639e-03 3.642598844956609384e-03 7.931758984893017006e-01 9.081675533212276840e-04 5.737473832385957262e-02 3.392707457695473495e-05 2.289700297301563645e-02 7.777714390389512625e-04 4.245748557551926104e-04 2.239330804733388469e-01 0.000000000000000000e+00 1.000000000000000000e+00
3.044935196368080024e-04 9.439299108741047370e-03 1.492018246220359196e-02 5.991935228534814861e-01 3.012912830881955438e-04 1.345149450945780541e-02 1.093393691271084224e-03 9.352845786178167961e-03 3.044935196368080024e-04 9.134805589104239530e-04 1.826961117820847906e-03 6.767876064625293342e-01 2.799938492494226036e-04 1.345149450945780541e-02 1.093393691271084224e-03 -4.533701451798717585e-03 2.313797536756962152e-04 4.477035816781347287e-04 4.267749503903458530e-01 0.000000000000000000e+00 1.000000000000000000e+00
3.590158335695781263e-04 1.041145917351776577e-02 7.898348338530718563e-03 6.137865013453093210e-01 3.407820297094962879e-04 4.485767850498456263e-03 2.734531696246082604e-03 1.147629834080596614e-02 1.436063334278312505e-03 2.513110834987046776e-03 1.795079167847890523e-03 7.438808071561658908e-01 2.436823919527680957e-04 4.485767850498456263e-03 2.734531696246082604e-03 1.005839546345293784e-03 2.159809815456229399e-04 5.929202856887452657e-04 2.636976934117138405e-01 0.000000000000000000e+00 1.000000000000000000e+00
4.881599008768348273e-04 5.369758909645183480e-03 5.369758909645183480e-03 6.814712216240614850e-01 4.850081452928136304e-04 2.458609579023754779e-02 9.558633634754457519e-04 -4.506256766263357603e-03 4.881599008768348273e-04 8.298718314906193202e-03 6.346078711398852809e-03 5.958554438567480460e-01 4.669489138398256046e-04 2.458609579023754779e-02 9.558633634754457519e-04 5.535218267247882414e-03 2.415464005528666398e-05 1.211011656242384120e-03 4.232284637190686927e-01 0.000000000000000000e+00 1.000000000000000000e+00
1.153262562498184917e-03 7.842185424987657694e-03 8.764795474986205454e-03 7.110313008895660092e-01 2.250032789024909057e-04 3.038637881006392687e-03 4.046468498713256460e-05 8.830039459239441210e-03 1.383915074997822073e-03 2.306525124996369833e-03 1.383915074997822073e-03 2.097400126511112795e-01 2.082448976933122433e-04 3.038637881006392687e-03 4.046468498713256460e-05 2.090780676185388046e-03 1.619229305427588952e-04 3.632130552876745920e-04 6.709647913347615011e-01 0.000000000000000000e+00 1.000000000000000000e+00
1.439872785177729935e-03 3.599681962944324947e-03 4.319618355533189590e-03 5.859082101706915013e-01 3.555759363568870564e-04 2.831141116628541413e-02 2.563309767911697932e-04 -1.907171618656684515e-03 2.519777374061027333e-03 6.119459337005352280e-03 1.799840981472162474e-03 7.962496502032846424e-01 3.401524510438987689e-04 2.831141116628541413e-02 2.563309767911697932e-04 2.699294917429026063e-03 1.614945477254705111e-04 3.321632808985204924e-04 1.449235377979249950e-01 0.000000000000000000e+00 1.000000000000000000e+00
7.024408555391050205e-03 9.982054262924124066e-03 5.175879988182878824e-03 2.070351995273151530e-02 3.570861046778747694e-04 2.815909262054388379e-02 8.583091540318115006e-05 5.303673574208254797e-03 3.697057134416341785e-04 7.394114268832683570e-04 1.478822853766536714e-03 6.103841328921381093e-01 2.680642592619788970e-04 2.815909262054388379e-02 8.583091540318115006e-05 -2.076309433139549975e-03 2.875579542380439675e-04 8.572377468742575952e-05 7.906992586567438419e-01 0.000000000000000000e+00 1.000000000000000000e+00
1.924749165914460894e-02 2.594227136667317038e-02 2.426857643979103002e-02 2.148100908625507066e-01 6.254976196812033016e-04 7.519489284305641563e-02 6.344119699160165153e-04 1.565560175568167988e-03 1.255271195161605097e-02 1.757379673226247205e-02 4.184237317205350033e-03 4.117289520130064662e-01 7.946896824600456228e-04 7.519489284305641563e-02 6.344119699160165153e-04 -1.476306878832831524e-03 6.329053097428372944e-04 6.419606687752403866e-04 8.780112370050191517e-01 0.000000000000000000e+00 1.000000000000000000e+00
2.675316989303854072e-04 8.293482666841947570e-03 1.417918004331042599e-02 3.788248856854257163e-01 2.629659494500996369e-04 1.434319810975896725e-02 1.098657098431065010e-03 6.092322006225276212e-03 2.675316989303854072e-04 1.337658494651927090e-03 1.070126795721541629e-03 7.145771678430593576e-01 2.675316989303854072e-04 1.434319810975896725e-02 1.098657098431065010e-03 -2.215461032519597424e-03 2.166159755977308280e-04 6.678351530390779162e-04 5.874876521841841948e-01 0.000000000000000000e+00 1.000000000000000000e+00
2.477403522922515602e-04 8.423171977936553048e-03 9.909614091690062410e-03 7.625491398117154596e-01 2.470057030515641341e-04 2.570785532613795426e-03 3.342825481451650906e-04 7.230808067448743232e-04 9.909614091690062410e-04 1.238701761461257801e-03 9.909614091690062410e-04 1.488919517276431903e-01 1.831097253160728392e-04 2.570785532613795426e-03 3.342825481451650906e-04 -3.167325720407115279e-04 1.513731704519910115e-04 5.895895596953732278e-04 6.294146140954800517e-01 0.000000000000000000e+00 1.000000000000000000e+00
1.186759395059486331e-03 1.305435334565434834e-02 1.661463153083280603e-02 4.634295437707293686e-01 5.672050663540388962e-04 1.181403905937401279e-02 4.745501913580738246e-04 2.203016711802957550e-02 1.780139092589229496e-03 4.153657882708201507e-03 3.560278185178458992e-03 6.088075696655164126e-01 5.077178616071358758e-04 1.181403905937401279e-02 4.745501913580738246e-04 1.052980280788252607e-02 1.326964336751208979e-04 3.875483854025048693e-04 6.428288166094751066e-01 0.000000000000000000e+00 1.000000000000000000e+00
5.383325133430791158e-03 7.177766844574388211e-03 3.588883422287194105e-03 5.285180194830318978e-01 2.460603074221701710e-04 1.444682975643544684e-02 4.115093456476234856e-04 3.640059105447298639e-03 7.434115660452045304e-03 7.946813292207357757e-03 1.025395263510626856e-03 6.154935069222537969e-01 2.554829208473851786e-04 1.444682975643544684e-02 4.115093456476234856e-04 -2.507504140877045949e-03 1.208564951966136641e-04 4.055086812957960996e-04 5.841112848825110726e-01 0.000000000000000000e+00 1.000000000000000000e+00
7.031714676054630353e-03 8.287378011064385278e-03 2.260194003017559818e-03 8.119370507972747397e-01 1.867277106012313977e-04 2.102243408935214677e-02 5.504627656814500359e-04 -2.454249237463307300e-04 2.511326670019510608e-04 1.506796002011706473e-03 2.009061336015608486e-03 5.552543267413138084e-01 2.427947359850191923e-04 2.102243408935214677e-02 5.504627656814500359e-04 6.825348918272446976e-03 7.072523734442448041e-05 3.379334588530378733e-04 1.771719619422069680e-01 0.000000000000000000e+00 1.000000000000000000e+00
1.009707019315269098e-03 6.058242115891615022e-03 2.692552051507384261e-03 5.346398667274350203e-01 3.066834961393258892e-04 1.647908193273688385e-02 4.715402796262665661e-03 1.034454164249971539e-02 2.019414038630538196e-03 3.029121057945807511e-03 1.682845032192115380e-03 7.619922305765898241e-01 2.252380373507085998e-04 1.647908193273688385e-02 4.715402796262665661e-03 1.242231573713965765e-03 1.225365629604727473e-04 4.306539776948288762e-04 3.643768762607758616e-01 0.000000000000000000e+00 1.000000000000000000e+00
4.518826118653048417e-03 5.340430867499057141e-03 2.875616620961030968e-03 6.885047795329554132e-01 3.523423620062273581e-04 2.986366065488851862e-02 9.426345227937655007e-05 -1.403097153051269209e-03 8.216047488460088326e-04 2.054011872115021810e-03 2.464814246538026173e-03 7.145222495529998108e-01 3.780157439574550939e-04 2.986366065488851862e-02 9.426345227937655007e-05 -4.672486746805973291e-04 4.313786437531038590e-05 3.841278670853078003e-04 1.164673658052011312e-01 0.000000000000000000e+00 1.000000000000000000e+00
3.563988733978174384e-03 9.719969274485928956e-03 1.295995903264790701e-02 7.239757114612936917e-01 2.977546375764170724e-04 2.639545525008895818e-02 2.839908046848716025e-04 1.565620593361971959e-03 9.071971322853533692e-03 1.004396825030212659e-02 2.915990782345778687e-03 6.805418019589702938e-01 3.095572074676543480e-04 2.639545525008895818e-02 2.839908046848716025e-04 -5.043902655865029451e-04 2.328923754106401885e-04 1.378581946204436289e-04 1.042047741612988077e-01 0.000000000000000000e+00 1.000000000000000000e+00
4.996077070496025710e-04 6.494900191644834182e-03 1.099136955509125678e-02 7.446760788839049683e-01 2.265588305623726163e-04 1.243336479760170747e-02 3.033563040357411638e-05 9.823533792020423816e-03 2.498038535248012855e-04 1.498823121148807822e-03 1.498823121148807822e-03 3.420647350998328173e-01 2.464437918518099240e-04 1.243336479760170747e-02 3.033563040357411638e-05 -1.055541436795830960e-03 1.925281015574596504e-04 1.076176983723954188e-04 5.726032657938651127e-01 0.000000000000000000e+00 1.000000000000000000e+00
2.715080208809437330e-04 8.145240626428311989e-04 1.357540104404718556e-03 7.791845786449675959e-01 2.512884656055127059e-04 1.584509325071904381e-02 7.334529893938754189e-04 2.331072839476474342e-05 2.715080208809437330e-04 2.986588229690380954e-03 3.529604271452268204e-03 6.150283041957547159e-01 2.705345560228772177e-04 1.584509325071904381e-02 7.334529893938754189e-04 -4.268488914557877316e-03 1.455215114916638005e-05 4.344419390693484155e-04 1.185992838611084760e-01 0.000000000000000000e+00 1.000000000000000000e+00
8.366904508756887408e-04 7.251317240922635320e-03 9.761388593549701759e-03 8.350855670321823965e-01 2.698654407834022288e-04 8.314059697673212984e-03 1.229369081145653469e-04 1.372194902188621397e-02 2.788968169585629136e-04 3.904555437419880790e-03 3.346761803502754963e-03 4.748682950816586756e-01 2.487128184876787290e-04 8.314059697673212984e-03 1.229369081145653469e-04 6.443959204976930366e-03 1.587391156249896168e-04 3.663825649862097297e-04 2.767466703151253982e-01 0.000000000000000000e+00 1.000000000000000000e+00
2.504654674342388391e-04 5.009309348684777216e-03 5.009309348684777216e-03 4.465799284352478526e-01 2.469972220135834549e-04 1.869560409049956032e-02 1.328959000190971533e-04 -3.450131758050548384e-04 5.009309348684777216e-03 7.263498555592926877e-03 3.005585609210866069e-03 5.078604627697937968e-01 2.480035171220940104e-04 1.869560409049956032e-02 1.328959000190971533e-04 1.946887965324452978e-03 3.831124799183466137e-05 5.730818959085902864e-04 7.360730502378234341e-01 0.000000000000000000e+00 1.000000000000000000e+00
3.034702970308916022e-04 9.407579207957638204e-03 1.213881188123566365e-02 6.799252004977125452e-01 2.937117544244176792e-04 1.669313508063963863e-02 2.817903790110046799e-04 4.327136534408037444e-03 2.124292079216241053e-03 5.158995049525156966e-03 3.641643564370699009e-03 6.719843539293646195e-01 3.034167648704953193e-04 1.669313508063963863e-02 2.817903790110046799e-04 9.417867154497282928e-03 1.982931366275093215e-04 4.733510574459133709e-04 2.918785237417867440e-01 0.000000000000000000e+00 1.000000000000000000e+00
1.886394128062529553e-03 4.715985320156323990e-03 3.458389234781304288e-03 5.989587145308933325e-01 3.072280827053380683e-04 8.404503320196489782e-03 4.737514736339902208e-04 -9.744656186990079214e-04 4.401586298812569173e-03 5.973581405531344125e-03 2.515192170750039403e-03 7.682340086534652501e-01 3.116197968748804395e-04 8.404503320196489782e-03 4.737514736339902208e-04 -2.436763448481711614e-03 1.286411384479217506e-04 4.236433750496780234e-04 2.254258809459233071e-01 0.000000000000000000e+00 1.000000000000000000e+00
2.585047971715318600e-04 4.911591146259104528e-03 7.238134320802891430e-03 4.221752482661476069e-01 2.424251783759493438e-04 1.781263366329645728e-02 1.297788177547260391e-04 2.750522062480759318e-03 5.170095943430636984e-03 8.789163103832082699e-03 2.326543174543786469e-03 8.184606465345327653e-01 2.515426684226689923e-04 1.781263366329645728e-02 1.297788177547260391e-04 3.442901569729787600e-03 1.765266443218678157e-04 3.285342120339347443e-04 3.886514672526329428e-01 0.000000000000000000e+00 1.000000000000000000e+00
1.935926461293692186e-03 3.484667630328645935e-03 2.323111753552430624e-03 3.933802569348782141e-01 3.787939028566732029e-04 1.250475069944012758e-02 3.031528421015969397e-03 7.491822840481138224e-03 3.871852922587384373e-04 2.323111753552430624e-03 4.259038214846122376e-03 6.862331184547497687e-01 3.668492365904911599e-04 1.250475069944012758e-02 3.031528421015969397e-03 -2.744377095235783336e-04 1.694740999039878710e-05 2.938153654378975041e-04 6.114764276257216302e-01 1.000000000000000000e+00 0.000000000000000000e+00
4.744977569428692182e-04 4.982226447900126899e-03 1.897991027771476873e-03 6.993236672904554752e-01 2.286687727815151709e-04 8.084518168422602860e-03 2.814844063601905502e-05 4.902690659383606223e-03 9.489955138857384363e-04 4.744977569428692615e-03 2.609737663185780591e-03 2.233590290018628022e-01 2.288323084334455528e-04 8.084518168422602860e-03 2.814844063601905502e-05 1.602057334341301219e-03 1.027790611403671320e-05 2.439806018740709327e-04 6.788525529119963098e-01 1.000000000000000000e+00 0.000000000000000000e+00
1.345210563416959250e-03 8.609347605868539199e-03 6.995094929768188100e-03 8.109529509230828381e-01 2.573511567188477614e-04 1.080196710669930824e-02 1.731996266295110837e-05 9.842315145084551062e-03 2.690421126833918500e-04 3.497547464884094050e-03 3.228505352200702200e-03 5.531505836770537199e-01 2.598117620730274954e-04 1.080196710669930824e-02 1.731996266295110837e-05 2.632898766261125133e-03 6.463021105198751457e-05 1.702881066944739413e-04 1.894592754934290579e-01 1.000000000000000000e+00 0.000000000000000000e+00
2.083648377458764396e-04 6.042580294630416939e-03 5.000756105901034768e-03 1.151563031057522279e-01 2.051286192684263657e-04 1.767566815625620357e-03 4.098898913279067514e-04 5.275131132609642629e-03 4.167296754917528792e-04 2.708742890696393905e-03 1.458553864221135213e-03 6.072733603759973287e-01 2.039057885451471411e-04 1.767566815625620357e-03 4.098898913279067514e-04 2.742636557028326795e-03 1.038081122784115365e-04 2.737317627815187603e-04 7.860310340685326969e-01 0.000000000000000000e+00 1.000000000000000000e+00
2.980747435544268574e-04 6.557644358197391513e-03 1.192298974217707516e-02 6.590432579988377837e-01 2.884087757704439036e-04 1.282320378481208167e-02 1.652754405444561861e-04 9.521840001306826340e-03 3.576896922653122722e-03 4.471121153316402752e-03 1.490373717772134395e-03 6.021109819799422835e-01 2.639660208420194351e-04 1.282320378481208167e-02 1.652754405444561861e-04 -3.777668146921642472e-03 2.688097056173045026e-04 6.867390814485179731e-04 4.499661511936995928e-01 0.000000000000000000e+00 1.000000000000000000e+00
3.081613106898404598e-03 8.217634951729078929e-03 4.108817475864539465e-03 6.746164693185090488e-01 5.116565053275901921e-04 2.697803279095834644e-02 1.513713730056409721e-03 -9.350399977672018987e-04 1.438086116552588813e-02 1.592166771897508826e-02 4.622419660347606464e-03 7.135646178550688612e-01 4.704357698451297606e-04 2.697803279095834644e-02 1.513713730056409721e-03 1.487635527779063464e-03 1.786169725042297733e-05 4.687864905103177006e-04 1.835172201302516792e-01 0.000000000000000000e+00 1.000000000000000000e+00
7.518227859944440032e-03 1.326746092931371801e-02 6.191481767013068058e-03 6.148520401777857192e-01 4.343176306245956570e-04 1.709152571426539313e-02 2.261127814567079569e-04 7.256953520858254979e-03 1.105621744109476501e-02 1.282521223166992706e-02 2.653492185862743515e-03 7.544762781803067142e-01 4.210924928956464165e-04 1.709152571426539313e-02 2.261127814567079569e-04 6.732531919451364803e-03 3.147143007384973741e-04 1.176342617847090283e-04 2.268811399215073243e-01 0.000000000000000000e+00 1.000000000000000000e+00
2.825708487775080869e-03 7.390314506488672441e-03 9.346574228794497091e-03 6.884947411559667607e-01 2.131215636948333050e-04 1.996823593624163715e-03 2.833109235666754987e-04 4.121867926707634654e-03 6.738227932386730602e-03 7.390314506488672441e-03 1.304173148203883461e-03 7.049816851073966717e-01 1.727140844731836023e-04 1.996823593624163715e-03 2.833109235666754987e-04 1.816670657667159060e-03 1.624906711644133505e-04 1.522419786327870934e-04 1.693977090954816855e-01 0.000000000000000000e+00 1.000000000000000000e+00
3.159770087048013117e-04 3.791724104457615957e-03 3.475747095752814483e-03 6.634368290397176793e-01 2.903711482526894643e-04 1.970823647831413186e-02 8.268777062635250172e-05 2.363954153050504270e-03 6.319540174096026234e-04 9.795287269848840933e-03 6.003563165391224976e-03 6.972115799024730665e-01 2.881370012149412838e-04 1.970823647831413186e-02 8.268777062635250172e-05 3.035488461696898409e-03 8.259819114438468743e-05 5.439323968878087600e-04 2.698083092974370434e-01 0.000000000000000000e+00 1.000000000000000000e+00
4.643425366547563530e-04 4.179082829892807015e-03 3.482569024910672512e-03 6.834285858649498113e-01 2.260227694967715444e-04 9.312831626706034871e-03 2.159248516549015575e-05 8.166082011332714136e-03 1.393027609964269005e-03 7.893823123130857405e-03 5.339939171529697708e-03 7.048588065310059658e-01 2.186481974152548768e-04 9.312831626706034871e-03 2.159248516549015575e-05 1.101381399303495712e-02 4.649763642172901418e-06 1.078351727552805399e-04 1.887201531063761595e-01 1.000000000000000000e+00 0.000000000000000000e+00
8.918679858078520234e-03 2.126762120003339654e-02 1.303499363873014683e-02 5.359873990249518494e-01 6.586223480299129235e-04 4.438289168970237925e-02 1.321415619603300842e-04 1.055498593532640597e-02 1.234894134195487457e-02 1.783735971615704047e-02 4.116313780651624857e-03 8.182316602171532116e-01 6.735241585733983335e-04 4.438289168970237925e-02 1.321415619603300842e-04 1.573530988593584493e-02 3.377525329875535887e-04 8.544446562815171883e-04 1.942282794610928898e-01 0.000000000000000000e+00 1.000000000000000000e+00
4.994423549895933914e-04 1.198661651975024139e-02 1.997769419958373566e-02 7.199461547174988985e-01 4.907871188660947173e-04 2.948407998445565573e-02 8.373650024313168292e-04 7.864157890256474534e-03 1.997769419958373566e-03 1.348494358471902070e-02 4.994423549895933914e-03 6.822382569157845467e-01 4.949711971950200530e-04 2.948407998445565573e-02 8.373650024313168292e-04 -5.769842766982126968e-03 4.013555223988286716e-04 3.869372209411051046e-04 1.167849404935944607e-01 0.000000000000000000e+00 1.000000000000000000e+00
1.024920192982294032e-02 1.423500268030963856e-02 3.985800750486699108e-03 7.249276468166767629e-01 5.603365101858002193e-04 2.240522859008203804e-02 8.810538536936910381e-05 7.055759008929351171e-03 1.309620246588486664e-02 1.765140332358395084e-02 4.555200857699084199e-03 6.681910258137344627e-01 5.598829830004056199e-04 2.240522859008203804e-02 8.810538536936910381e-05 1.059041608287017606e-02 8.756787166816060836e-05 4.277047197125512712e-04 1.612652990746543114e-01 0.000000000000000000e+00 1.000000000000000000e+00
3.523875487826445569e-03 7.488235411631196346e-03 5.946539885707126383e-03 7.042391601520342492e-01 2.148859272476566409e-04 1.530125541486445848e-02 8.638495544734235308e-04 3.916204843810294593e-03 2.863148833858986889e-03 6.827508757663737667e-03 3.523875487826445569e-03 6.928765337626469067e-01 2.072479711762364118e-04 1.530125541486445848e-02 8.638495544734235308e-04 5.044954800451205250e-03 6.690020350661829516e-05 9.210454673952254978e-05 1.526027252269881729e-01 0.000000000000000000e+00 1.000000000000000000e+00
7.142879508033949526e-03 2.012993315900476685e-02 1.558446438116498078e-02 5.785732401507498457e-01 4.668663968772895217e-04 3.602094135713652945e-02 1.850480469391735708e-04 2.760749618250374002e-02 6.493526825485408660e-03 1.753252242881060338e-02 1.883122779390768511e-02 5.939113790853169927e-01 6.092267776889410610e-04 3.602094135713652945e-02 1.850480469391735708e-04 -2.166984057803450232e-03 2.942515706861410698e-05 7.383391300065055268e-04 5.547575227238581430e-01 0.000000000000000000e+00 1.000000000000000000e+00
1.290610340056731926e-02 1.905186692464699502e-02 7.989492581303579005e-03 7.038317062716235029e-01 5.961107298658825313e-04 2.704338453503175865e-02 8.620847482708637226e-04 2.014153783882582840e-03 1.474983245779122251e-02 1.905186692464699502e-02 4.916610819263741126e-03 5.230044758991804210e-01 5.677794975114981713e-04 2.704338453503175865e-02 8.620847482708637226e-04 2.487863397843296381e-02 3.409042120703595379e-04 6.887253580718003497e-04 4.772847398094682281e-01 0.000000000000000000e+00 1.000000000000000000e+00
3.945060250343904694e-03 6.265683927016789910e-03 2.784748412007462086e-03 7.279216317803672842e-01 2.021633129796144700e-04 1.438076707929547560e-02 5.432185521066190276e-06 1.015300473966139656e-02 4.641247353345770324e-04 2.552686044340173651e-03 1.624436573671019695e-03 6.828633813996687341e-01 2.248737949102957089e-04 1.438076707929547560e-02 5.432185521066190276e-06 4.676175060303374570e-03 4.457277590753850916e-05 1.550230222424418391e-04 5.671924047731177060e-02 0.000000000000000000e+00 1.000000000000000000e+00
3.992478439502715731e-04 2.794734907651900795e-03 6.387965503204345169e-03 7.459945964210824565e-01 2.993787505962344103e-04 3.306411902653394463e-02 3.825778490978939310e-04 -1.661233547875436665e-03 3.992478439502715731e-04 7.984956879005430594e-03 8.384204722955703251e-03 6.029783094739266103e-01 3.253532563766575476e-04 3.306411902653394463e-02 3.825778490978939310e-04 5.613416301736095723e-03 1.545021283954079453e-05 3.741323199061074656e-04 2.783969469013272691e-01 0.000000000000000000e+00 1.000000000000000000e+00
2.465038987441776474e-03 4.930077974883552948e-03 4.930077974883552948e-03 4.048141666874440769e-01 7.910387348588934471e-04 6.160930527073167629e-02 1.121550011943559335e-04 2.320964032063104962e-02 1.643359324961184533e-03 8.216796624805922447e-03 6.573437299844738131e-03 7.855257573314461395e-01 7.802914113775460828e-04 6.160930527073167629e-02 1.121550011943559335e-04 -6.310221258445367944e-03 6.107902361871421623e-04 1.584891065218053128e-04 4.590589107974590299e-01 0.000000000000000000e+00 1.000000000000000000e+00
2.529316891690316514e-04 2.276385202521285026e-03 2.529316891690316840e-03 5.534145359018413091e-01 2.358129942212135069e-04 1.338654142668105861e-02 7.617941291319101256e-04 7.846309266562792985e-04 6.070360540056760068e-03 8.599677431747077341e-03 3.288111959197411848e-03 8.097763581735387683e-01 2.497991807850110779e-04 1.338654142668105861e-02 7.617941291319101256e-04 -6.335106668426877287e-04 1.167105728512932828e-04 4.450451695891332422e-04 1.936502933634925983e-01 0.000000000000000000e+00 1.000000000000000000e+00
1.873320326455594695e-03 1.436212250282622657e-02 8.117721414640909766e-03 6.248243268174876741e-01 6.205154402905961684e-04 2.164831761316057118e-02 4.395831694322961322e-03 1.266028217241372232e-02 1.248880217637063058e-03 3.122200544092657969e-03 3.746640652911189390e-03 7.052010087443913999e-01 4.716583473939014223e-04 2.164831761316057118e-02 4.395831694322961322e-03 3.277942526297152829e-03 3.413777857384600492e-04 9.006477030480585433e-04 3.329212618539774682e-01 0.000000000000000000e+00 1.000000000000000000e+00
3.926407181874782735e-04 1.177922154562434896e-02 1.570562872749912964e-02 8.017723465388306714e-01 3.741340691045733340e-04 2.776140479977523903e-02 9.208249387004559464e-06 1.224475876162835902e-02 3.926407181874782735e-04 3.926407181874782409e-03 2.748485027312347860e-03 5.290552939462765947e-01 3.893732406588657066e-04 2.776140479977523903e-02 9.208249387004559464e-06 1.560689058081508873e-03 2.757793360818418574e-04 3.656926863042606903e-04 2.741507644693869095e-01 0.000000000000000000e+00 1.000000000000000000e+00
2.207160343183049039e-04 3.090024480456268763e-03 4.635036720684403144e-03 2.274005739188587893e-01 2.188165300553581534e-04 1.764965435788628384e-02 4.842691221523819133e-04 -1.515626107418995418e-04 6.621481029549147659e-04 1.545012240228134381e-03 1.765728274546439231e-03 6.404103104533872548e-01 1.929047324856303456e-04 1.764965435788628384e-02 4.842691221523819133e-04 1.937205982706862286e-03 1.393894593011420582e-04 4.454302513118722144e-04 7.331432473364823954e-01 0.000000000000000000e+00 1.000000000000000000e+00
5.831563859423953772e-04 3.498938315654372480e-03 8.164189403193536365e-03 5.524990266513356563e-01 5.356803999344145455e-04 4.777719736129146938e-02 4.450395864484476844e-04 -3.981517719713283500e-04 5.831563859423953772e-04 7.581033017251140663e-03 4.082094701596768183e-03 5.408358989324877353e-01 5.622299939797683124e-04 4.777719736129146938e-02 4.450395864484476844e-04 -2.203337440380608806e-03 3.770592387543462726e-04 8.392309684559254258e-04 6.304882740074099212e-01 0.000000000000000000e+00 1.000000000000000000e+00
2.350602432274031595e-04 7.286867540049498000e-03 7.756988026504304211e-03 7.046016117609701368e-01 2.224013323946589171e-04 2.895794578728860119e-03 2.785499141281211390e-05 1.209603933527579958e-02 4.701204864548063191e-04 4.231084378093256763e-03 6.346626567139885579e-03 6.950809902355549186e-01 2.251424404090066067e-04 2.895794578728860119e-03 2.785499141281211390e-05 7.088009395002033836e-03 1.335099870687869072e-05 1.614151873495523880e-04 1.414701564683321089e-01 0.000000000000000000e+00 1.000000000000000000e+00
4.589191150727920873e-03 1.293317506114232372e-02 1.293317506114232372e-02 3.560458746057997281e-01 4.057169141018402043e-04 3.099898661389463919e-02 3.218633385554982702e-05 1.276301035646850573e-02 4.171991955207201425e-03 7.092386323852241901e-03 4.171991955207201425e-03 6.858754774360638073e-01 3.886393239523146031e-04 3.099898661389463919e-02 3.218633385554982702e-05 3.707839451705877663e-03 9.049388482192790098e-05 2.468150440700580422e-04 6.326662257987076821e-01 0.000000000000000000e+00 1.000000000000000000e+00
3.991519633098332561e-04 5.987279449647498787e-03 3.592367669788499359e-03 6.663176641134829215e-01 3.399091503570502164e-04 3.588904866846001629e-02 3.970817616521268140e-04 1.429585109104113258e-03 1.197455889929499714e-03 2.394911779858999428e-03 1.596607853239333024e-03 7.388302840865014209e-01 3.598590848048462761e-04 3.588904866846001629e-02 3.970817616521268140e-04 -5.089806217743504321e-03 2.726392317613210480e-04 5.703201799904001083e-04 8.652741619213426272e-02 0.000000000000000000e+00 1.000000000000000000e+00
