#     Row        sigBg  FirstLaye  LastLayer      NHits  AverageZP     Thrust  PID_Angle  PID_Front  PID_LLR_M  FirstLaye  LastLayer  NHits_Low  AverageZP  Thrust_Lo  PID_Angle  PID_Front  PID_LLR_M  Energy_As  Angle_Bet  Distance_ 
# 
5.000000000000000000e+01 -9.990000000000000000e+02 1.000000000000000000e+00 1.100000000000000000e+01 1.100000000000000000e+01 1.396000000000000000e+03 9.935435999999999712e-01 5.036484099999999842e+01 1.958094800000000024e+00 -9.231108000000000757e+00 1.000000000000000000e+00 1.700000000000000000e+01 1.300000000000000000e+01 1.220615299999999934e+03 9.565491000000000410e-01 5.036484099999999842e+01 1.958094800000000024e+00 1.133894500000000072e+01 4.948099999999999721e-02 2.480768400000000096e+00 8.669873599999999669e+02
5.100000000000000000e+01 -9.990000000000000000e+02 5.000000000000000000e+00 3.400000000000000000e+01 3.800000000000000000e+01 3.082694800000000214e+03 9.755076000000000302e-01 1.317409400000000019e+01 1.754357000000000000e-01 3.828286700000000309e+01 6.000000000000000000e+00 1.000000000000000000e+01 6.000000000000000000e+00 9.093333099999999831e+02 9.028511999999999649e-01 1.317409400000000019e+01 1.754357000000000000e-01 9.064634299999999811e+00 7.020210999999999535e-01 1.574719699999999944e+00 2.908985400000000027e+03
5.200000000000000000e+01 -9.990000000000000000e+02 4.000000000000000000e+00 1.000000000000000000e+01 1.200000000000000000e+01 1.627666600000000017e+03 9.877981999999999596e-01 7.864975699999999392e+01 7.120933999999999875e-01 -5.298167000000000293e+00 7.000000000000000000e+00 1.700000000000000000e+01 5.000000000000000000e+00 2.212000000000000000e+03 9.449513999999999969e-01 7.864975699999999392e+01 7.120933999999999875e-01 7.498703899999999756e+00 4.486356000000000233e-01 9.227573000000000025e-01 4.026009500000000116e+02
5.300000000000000000e+01 -9.990000000000000000e+02 1.900000000000000000e+01 2.700000000000000000e+01 1.400000000000000000e+01 5.600000000000000000e+01 9.658657999999999966e-01 7.616623599999999783e+01 2.321601000000000081e-01 1.434566300000000005e+01 1.000000000000000000e+00 2.000000000000000000e+00 4.000000000000000000e+00 1.651000000000000000e+03 7.250746999999999609e-01 7.616623599999999783e+01 2.321601000000000081e-01 -5.616113999999999606e+00 7.778022999999999465e-01 2.318703000000000014e-01 2.138726099999999860e+03
5.400000000000000000e+01 -9.990000000000000000e+02 2.300000000000000000e+01 3.100000000000000000e+01 2.900000000000000000e+01 2.566896600000000035e+02 7.474452000000000318e-01 8.985495699999999886e+01 7.580974999999999797e-01 1.870783199999999979e+00 1.500000000000000000e+01 2.100000000000000000e+01 5.000000000000000000e+00 4.920000000000000000e+02 9.496231000000000533e-01 8.985495699999999886e+01 7.580974999999999797e-01 -1.764129000000000058e+00 7.562971000000000554e-01 7.671179000000000192e-01 1.049189100000000053e+03
5.500000000000000000e+01 -9.990000000000000000e+02 1.000000000000000000e+00 3.100000000000000000e+01 5.300000000000000000e+01 1.416000000000000000e+03 9.829337999999999687e-01 5.361307899999999904e+01 4.106642700000000090e+00 2.277233700000000027e+01 1.000000000000000000e+00 5.000000000000000000e+00 4.000000000000000000e+00 2.671000000000000000e+03 1.000000000000000000e+00 5.361307899999999904e+01 4.106642700000000090e+00 -8.281116000000000810e+00 8.096834000000000531e-01 2.496284199999999842e+00 2.195955300000000079e+03
5.600000000000000000e+01 -9.990000000000000000e+02 1.000000000000000000e+00 3.400000000000000000e+01 4.000000000000000000e+01 3.078017499999999927e+03 9.970345999999999931e-01 1.037693499999999958e+01 1.349326199999999920e+00 2.918704200000000082e+00 4.000000000000000000e+00 5.000000000000000000e+00 4.000000000000000000e+00 6.010000000000000000e+02 7.391195000000000404e-01 1.037693499999999958e+01 1.349326199999999920e+00 -1.278486000000000011e+00 6.110153999999999863e-01 2.379868899999999954e+00 2.540622100000000046e+03
5.700000000000000000e+01 -9.990000000000000000e+02 2.000000000000000000e+00 2.200000000000000000e+01 2.800000000000000000e+01 7.810000000000000000e+02 9.558889000000000413e-01 1.990974599999999839e+01 7.997412000000000409e-01 3.712659399999999721e+01 3.000000000000000000e+00 7.000000000000000000e+00 6.000000000000000000e+00 1.026000000000000000e+03 8.556373999999999924e-01 1.990974599999999839e+01 7.997412000000000409e-01 1.774547199999999947e+01 2.236281999999999992e-01 6.531204000000000454e-01 1.083334700000000112e+03
5.800000000000000000e+01 -9.990000000000000000e+02 2.100000000000000000e+01 2.800000000000000000e+01 1.400000000000000000e+01 2.061714300000000094e+03 9.598651999999999740e-01 5.635614000000000345e+01 1.605271099999999951e+00 1.419963300000000039e+01 2.900000000000000000e+01 3.100000000000000000e+01 4.000000000000000000e+00 2.401000000000000000e+03 9.966222000000000136e-01 5.635614000000000345e+01 1.605271099999999951e+00 -9.781610000000000582e+00 4.714533000000000196e-01 1.581862899999999961e+00 2.278579999999999927e+03
5.900000000000000000e+01 -9.990000000000000000e+02 2.800000000000000000e+01 3.300000000000000000e+01 9.000000000000000000e+00 3.233100100000000111e+03 7.435420999999999836e-01 8.371047199999999577e+01 2.191920200000000207e+00 -9.772720000000000296e-01 1.000000000000000000e+00 6.000000000000000000e+00 8.000000000000000000e+00 2.211000000000000000e+03 9.667987000000000108e-01 8.371047199999999577e+01 2.191920200000000207e+00 2.717826000000000164e+01 2.816250000000000142e-01 1.345637200000000089e+00 7.054914999999999736e+02
6.000000000000000000e+01 -9.990000000000000000e+02 3.000000000000000000e+00 1.800000000000000000e+01 8.000000000000000000e+00 1.588500000000000000e+03 9.112054000000000542e-01 4.896197099999999836e+01 1.401021099999999997e+01 3.073527699999999996e+01 6.000000000000000000e+00 9.000000000000000000e+00 5.000000000000000000e+00 2.264000000000000000e+03 6.692179999999999795e-01 4.896197099999999836e+01 1.401021099999999997e+01 3.690867400000000131e+00 3.640755999999999992e-01 1.279541400000000051e+00 1.082621599999999944e+03
6.100000000000000000e+01 -9.990000000000000000e+02 1.100000000000000000e+01 1.300000000000000000e+01 7.000000000000000000e+00 1.676000000000000000e+03 8.576930999999999861e-01 7.269593000000000416e+01 2.294617999999999935e-01 -3.415503999999999873e+00 2.000000000000000000e+00 5.000000000000000000e+00 6.000000000000000000e+00 1.739333300000000008e+03 9.201888000000000289e-01 7.269593000000000416e+01 2.294617999999999935e-01 -1.137404999999999999e+00 1.050087999999999994e-01 9.350673000000000457e-01 2.835119100000000003e+02
6.200000000000000000e+01 -9.990000000000000000e+02 1.100000000000000000e+01 3.000000000000000000e+01 4.000000000000000000e+01 2.234500000000000000e+03 9.189986999999999462e-01 8.146771200000000590e+01 8.765176000000000078e-01 4.832177599999999629e+00 2.800000000000000000e+01 3.100000000000000000e+01 9.000000000000000000e+00 2.100444300000000112e+03 9.554264999999999564e-01 8.146771200000000590e+01 8.765176000000000078e-01 -1.556764999999999954e+00 7.188058999999999976e-01 4.254896000000000233e-01 3.216206900000000246e+02
6.300000000000000000e+01 -9.990000000000000000e+02 2.000000000000000000e+00 2.600000000000000000e+01 4.400000000000000000e+01 2.981043200000000070e+03 9.069469000000000003e-01 4.977250999999999692e+01 1.214377999999999985e-01 3.932498900000000219e+01 1.000000000000000000e+00 6.000000000000000000e+00 6.000000000000000000e+00 1.369333300000000008e+03 9.865492000000000150e-01 4.977250999999999692e+01 1.214377999999999985e-01 -4.225481000000000265e+00 7.707171000000000438e-01 4.308087999999999917e-01 2.292211499999999887e+03
6.400000000000000000e+01 -9.990000000000000000e+02 1.000000000000000000e+00 3.000000000000000000e+00 5.000000000000000000e+00 2.869840000000000146e+03 9.255286999999999820e-01 5.835957700000000159e+01 2.701404500000000208e+00 8.585650000000000226e-02 1.000000000000000000e+00 1.100000000000000000e+01 1.300000000000000000e+01 2.265230700000000070e+03 9.964146000000000392e-01 5.835957700000000159e+01 2.701404500000000208e+00 -1.572141000000000055e+01 5.359749999999999931e-02 1.600107200000000063e+00 4.368168699999999944e+02
6.500000000000000000e+01 -9.990000000000000000e+02 3.000000000000000000e+00 2.600000000000000000e+01 3.500000000000000000e+01 2.994245600000000195e+03 9.676175000000000193e-01 2.981052199999999885e+01 4.407970999999999973e-01 4.920080899999999957e+01 1.000000000000000000e+00 1.400000000000000000e+01 1.200000000000000000e+01 1.702666600000000017e+03 8.917736000000000551e-01 2.981052199999999885e+01 4.407970999999999973e-01 2.310517300000000063e+01 5.691678999999999489e-01 1.313684999999999992e+00 9.922905299999999897e+02
6.600000000000000000e+01 -9.990000000000000000e+02 1.000000000000000000e+00 2.000000000000000000e+01 2.000000000000000000e+01 1.783000000000000000e+03 9.861528000000000516e-01 7.464343999999999824e+01 5.305957000000000034e-01 -1.377488000000000046e+00 2.000000000000000000e+01 2.900000000000000000e+01 1.200000000000000000e+01 2.027666600000000017e+03 9.901704999999999535e-01 7.464343999999999824e+01 5.305957000000000034e-01 7.773079400000000305e+00 1.529601999999999906e-01 2.288067499999999921e+00 2.938820499999999811e+03
6.700000000000000000e+01 -9.990000000000000000e+02 1.000000000000000000e+00 3.100000000000000000e+01 4.000000000000000000e+01 2.240500000000000000e+03 9.678434999999999677e-01 5.500747599999999693e+01 9.285600000000000520e-01 1.425884699999999938e+01 7.000000000000000000e+00 1.700000000000000000e+01 1.200000000000000000e+01 2.214333200000000033e+03 9.998236000000000345e-01 5.500747599999999693e+01 9.285600000000000520e-01 3.103390100000000018e+01 6.534185999999999606e-01 1.559793699999999950e+00 9.618026099999999587e+02
6.800000000000000000e+01 -9.990000000000000000e+02 6.000000000000000000e+00 1.500000000000000000e+01 1.100000000000000000e+01 1.905090899999999920e+03 9.771916000000000491e-01 2.673196400000000139e+01 1.506847800000000070e+00 -3.099454999999999849e+00 1.400000000000000000e+01 1.900000000000000000e+01 8.000000000000000000e+00 2.443500000000000000e+03 9.911602000000000467e-01 2.673196400000000139e+01 1.506847800000000070e+00 -7.750543999999999656e+00 4.091652000000000067e-01 1.347470399999999957e+00 7.170056700000000092e+02
6.900000000000000000e+01 -9.990000000000000000e+02 1.000000000000000000e+00 1.900000000000000000e+01 2.800000000000000000e+01 1.633142800000000079e+03 9.377976000000000090e-01 6.890639500000000339e+01 5.020364000000000493e-01 1.064011999999999958e+01 2.000000000000000000e+01 3.400000000000000000e+01 9.000000000000000000e+00 3.166133299999999963e+03 9.730676999999999799e-01 6.890639500000000339e+01 5.020364000000000493e-01 1.331852100000000050e+01 6.828756999999999744e-01 1.270901800000000081e+00 1.503459399999999960e+03
7.000000000000000000e+01 1.000000000000000000e+01 5.000000000000000000e+00 9.000000000000000000e+00 6.000000000000000000e+00 1.016000000000000000e+03 9.783271999999999524e-01 3.229655400000000043e+01 7.829658000000000229e+00 1.934945099999999840e+01 1.000000000000000000e+00 6.000000000000000000e+00 1.100000000000000000e+01 1.772363599999999906e+03 9.474772000000000194e-01 3.229655400000000043e+01 7.829658000000000229e+00 -7.088020000000000431e-01 4.377079999999999860e-02 7.588494999999999546e-01 1.579286299999999983e+03
7.100000000000000000e+01 1.000000000000000000e+01 2.000000000000000000e+00 2.100000000000000000e+01 8.000000000000000000e+00 2.947637400000000071e+03 9.638349999999999973e-01 3.407610700000000037e+01 1.186452000000000062e-01 2.066475799999999907e+01 4.000000000000000000e+00 2.000000000000000000e+01 1.100000000000000000e+01 9.414545200000000023e+02 9.645243000000000011e-01 3.407610700000000037e+01 1.186452000000000062e-01 6.752644499999999717e+00 4.332119999999999721e-02 1.028374099999999958e+00 2.861351999999999862e+03
7.200000000000000000e+01 1.000000000000000000e+01 5.000000000000000000e+00 3.200000000000000000e+01 2.600000000000000000e+01 3.014223100000000159e+03 9.565460000000000074e-01 4.014972600000000114e+01 6.437640000000000029e-02 3.658280500000000046e+01 1.000000000000000000e+00 1.300000000000000000e+01 1.200000000000000000e+01 2.056000000000000000e+03 9.656917999999999891e-01 4.014972600000000114e+01 6.437640000000000029e-02 9.786195700000000386e+00 2.402234000000000036e-01 6.329422000000000104e-01 7.041993300000000318e+02
7.300000000000000000e+01 -9.990000000000000000e+02 1.000000000000000000e+00 2.900000000000000000e+01 2.400000000000000000e+01 5.526666800000000421e+02 9.844684999999999686e-01 8.483037899999999354e+00 1.967173999999999978e+00 2.531680100000000166e+01 2.000000000000000000e+00 1.300000000000000000e+01 7.000000000000000000e+00 2.914471399999999903e+03 9.785998000000000197e-01 8.483037899999999354e+00 1.967173999999999978e+00 1.316266500000000050e+01 4.982036000000000242e-01 1.313713799999999932e+00 3.772378499999999804e+03
7.400000000000000000e+01 -9.990000000000000000e+02 1.000000000000000000e+00 2.200000000000000000e+01 4.000000000000000000e+01 2.211000000000000000e+03 9.675719999999999876e-01 4.302009499999999775e+01 5.544765000000000388e-01 3.194447100000000006e+01 1.200000000000000000e+01 1.500000000000000000e+01 5.000000000000000000e+00 2.020000000000000000e+03 8.855699000000000209e-01 4.302009499999999775e+01 5.544765000000000388e-01 -1.267356000000000016e+01 9.018197999999999492e-01 2.303915700000000122e+00 1.509574900000000071e+03
7.500000000000000000e+01 -9.990000000000000000e+02 6.000000000000000000e+00 1.600000000000000000e+01 8.000000000000000000e+00 1.313500000000000000e+03 9.962117000000000333e-01 5.252709899999999976e+01 2.947249400000000019e+00 -1.820553000000000088e+00 2.800000000000000000e+01 3.100000000000000000e+01 9.000000000000000000e+00 1.389333300000000008e+03 9.159536000000000344e-01 5.252709899999999976e+01 2.947249400000000019e+00 2.896474299999999946e+00 3.477729999999999710e-02 9.127423999999999538e-01 3.573139400000000023e+02
7.600000000000000000e+01 -9.990000000000000000e+02 1.700000000000000000e+01 3.000000000000000000e+01 1.400000000000000000e+01 1.390285699999999906e+03 9.820664999999999534e-01 3.864686499999999825e+01 5.112797000000000036e-01 1.640921399999999863e+01 2.500000000000000000e+01 2.900000000000000000e+01 6.000000000000000000e+00 1.706000000000000000e+03 9.521621999999999586e-01 3.864686499999999825e+01 5.112797000000000036e-01 1.522340699999999991e+01 7.116228999999999472e-01 2.659911999999999832e-01 5.130170900000000529e+02
7.700000000000000000e+01 -9.990000000000000000e+02 1.300000000000000000e+01 3.400000000000000000e+01 4.300000000000000000e+01 3.167500000000000000e+03 9.804905000000000426e-01 9.186618799999999752e+00 1.303404800000000030e+00 1.896313200000000165e+01 3.100000000000000000e+01 3.400000000000000000e+01 6.000000000000000000e+00 3.243350100000000111e+03 7.945912000000000530e-01 9.186618799999999752e+00 1.303404800000000030e+00 8.357804299999999742e+00 7.475572000000000328e-01 7.004069000000000544e-01 7.793338300000000345e+02
7.800000000000000000e+01 -9.990000000000000000e+02 1.000000000000000000e+00 1.200000000000000000e+01 1.100000000000000000e+01 2.099636399999999867e+03 9.189629000000000270e-01 6.237237499999999812e+01 2.616892000000000107e-01 7.481411900000000337e+00 2.000000000000000000e+00 3.100000000000000000e+01 1.900000000000000000e+01 2.206526299999999992e+03 9.118922999999999890e-01 6.237237499999999812e+01 2.616892000000000107e-01 9.606675100000000356e+00 2.614057000000000186e-01 1.721430299999999969e+00 8.538858900000000176e+02
7.900000000000000000e+01 1.000000000000000000e+01 2.000000000000000000e+00 1.800000000000000000e+01 1.500000000000000000e+01 2.943639799999999923e+03 9.735173999999999772e-01 4.011190400000000267e+01 9.300239999999999896e-02 3.517266399999999749e+01 6.000000000000000000e+00 3.400000000000000000e+01 2.300000000000000000e+01 3.035943299999999908e+03 9.417539000000000327e-01 4.011190400000000267e+01 9.300239999999999896e-02 4.743831600000000037e+01 2.002730000000000135e-02 4.644638999999999851e-01 8.128488700000000335e+02
8.000000000000000000e+01 -9.990000000000000000e+02 1.300000000000000000e+01 3.100000000000000000e+01 1.900000000000000000e+01 7.812631800000000339e+02 9.600176999999999738e-01 6.469316100000000347e+01 1.926114999999999911e-01 1.538510400000000011e+01 1.800000000000000000e+01 2.600000000000000000e+01 6.000000000000000000e+00 1.192666600000000017e+03 9.817388000000000225e-01 6.469316100000000347e+01 1.926114999999999911e-01 2.293602100000000021e+01 4.923131000000000035e-01 1.245451199999999981e+00 2.831100200000000200e+02
8.100000000000000000e+01 -9.990000000000000000e+02 1.000000000000000000e+00 2.400000000000000000e+01 4.000000000000000000e+01 1.441500000000000000e+03 9.826702000000000492e-01 5.903399999999999892e+01 1.676599900000000032e+00 1.574587700000000012e+01 4.000000000000000000e+00 2.700000000000000000e+01 1.000000000000000000e+01 1.366000000000000000e+03 9.910476999999999759e-01 5.903399999999999892e+01 1.676599900000000032e+00 -1.155256999999999934e+01 8.036073000000000244e-01 7.747384999999999966e-01 2.338306699999999978e+02
8.200000000000000000e+01 -9.990000000000000000e+02 1.800000000000000000e+01 2.500000000000000000e+01 7.000000000000000000e+00 1.273142800000000079e+03 9.840822000000000180e-01 3.934883099999999700e+01 1.547337000000000018e-01 1.239156599999999919e+01 2.300000000000000000e+01 3.100000000000000000e+01 8.000000000000000000e+00 1.173500000000000000e+03 9.832857000000000403e-01 3.934883099999999700e+01 1.547337000000000018e-01 1.859925199999999990e+01 1.537897000000000014e-01 7.511497000000000313e-01 2.832196500000000015e+02
8.300000000000000000e+01 -9.990000000000000000e+02 1.600000000000000000e+01 3.400000000000000000e+01 2.700000000000000000e+01 3.197566600000000108e+03 9.756799999999999917e-01 6.947467000000000326e+01 3.922270500000000215e+00 1.778135400000000033e+01 1.300000000000000000e+01 3.100000000000000000e+01 1.600000000000000000e+01 3.145975100000000111e+03 9.410001999999999533e-01 6.947467000000000326e+01 3.922270500000000215e+00 2.290639300000000134e+01 3.037574000000000107e-01 4.181965999999999739e-01 6.928858900000000176e+02
8.400000000000000000e+01 -9.990000000000000000e+02 1.100000000000000000e+01 3.100000000000000000e+01 2.400000000000000000e+01 8.910000000000000000e+02 7.189720000000000555e-01 5.547207600000000127e+01 2.849730999999999792e-01 4.251541100000000029e+01 1.000000000000000000e+01 2.700000000000000000e+01 2.900000000000000000e+01 9.146206600000000435e+02 9.382063000000000486e-01 5.547207600000000127e+01 2.849730999999999792e-01 -3.337145000000000028e+00 4.531459999999999655e-02 1.137038699999999958e+00 8.543239099999999553e+02
8.500000000000000000e+01 -9.990000000000000000e+02 2.100000000000000000e+01 3.100000000000000000e+01 1.300000000000000000e+01 1.145230700000000070e+03 9.699539000000000355e-01 4.400329500000000138e+01 1.402730100000000091e+00 3.277304399999999784e+00 2.400000000000000000e+01 3.100000000000000000e+01 8.000000000000000000e+00 8.510000000000000000e+02 9.238551000000000402e-01 4.400329500000000138e+01 1.402730100000000091e+00 4.048094900000000251e+01 5.546978999999999660e-01 1.120650600000000052e+00 7.766077199999999721e+02
8.600000000000000000e+01 -9.990000000000000000e+02 1.700000000000000000e+01 2.700000000000000000e+01 1.200000000000000000e+01 3.136750000000000000e+03 8.711594000000000282e-01 6.196940599999999932e+01 2.340829999999999994e-02 4.375119000000000113e+01 2.000000000000000000e+00 1.100000000000000000e+01 7.000000000000000000e+00 2.942585599999999886e+03 9.690231000000000261e-01 6.196940599999999932e+01 2.340829999999999994e-02 2.015051000000000059e+01 1.920724000000000042e-01 6.680230999999999808e-01 2.444137800000000027e+02
8.700000000000000000e+01 -9.990000000000000000e+02 1.000000000000000000e+00 7.000000000000000000e+00 1.600000000000000000e+01 1.868500000000000000e+03 7.498569000000000484e-01 8.281602399999999875e+01 9.582465000000000011e-01 -4.160908000000000051e+00 1.000000000000000000e+00 2.000000000000000000e+01 2.100000000000000000e+01 1.510285699999999906e+03 8.149155000000000149e-01 8.281602399999999875e+01 9.582465000000000011e-01 1.405997900000000023e+01 3.869829999999999798e-02 9.370929000000000064e-01 6.973035700000000361e+02
8.800000000000000000e+01 -9.990000000000000000e+02 3.000000000000000000e+00 6.000000000000000000e+00 6.000000000000000000e+00 4.926666500000000042e+02 9.627094000000000484e-01 7.497971300000000383e+01 1.364947999999999995e-01 2.824658000000000158e+01 2.000000000000000000e+00 1.000000000000000000e+01 8.000000000000000000e+00 9.560000000000000000e+02 9.496297000000000210e-01 7.497971300000000383e+01 1.364947999999999995e-01 -7.679661000000000293e+00 7.433435000000000459e-01 1.928843000000000085e-01 5.586835499999999683e+02
8.900000000000000000e+01 -9.990000000000000000e+02 1.000000000000000000e+00 9.000000000000000000e+00 1.000000000000000000e+01 2.188000000000000000e+03 9.323188999999999504e-01 5.292552100000000337e+01 3.011857200000000123e+00 3.102145600000000059e+00 2.400000000000000000e+01 3.400000000000000000e+01 1.300000000000000000e+01 3.201561499999999796e+03 9.876152000000000264e-01 5.292552100000000337e+01 3.011857200000000123e+00 -2.504671000000000092e+00 4.614311999999999858e-01 1.759546899999999914e+00 7.656228999999999587e+02
9.000000000000000000e+01 -9.990000000000000000e+02 3.000000000000000000e+00 2.300000000000000000e+01 1.300000000000000000e+01 1.000615300000000047e+03 9.937148999999999566e-01 3.466836500000000143e+01 7.039636999999999922e+00 2.027461399999999969e+01 2.000000000000000000e+00 5.000000000000000000e+00 6.000000000000000000e+00 1.129333300000000008e+03 7.553299999999999459e-01 3.466836500000000143e+01 7.039636999999999922e+00 5.249410600000000038e+00 5.466942000000000190e-01 1.442328400000000066e+00 5.331516299999999546e+02
9.100000000000000000e+01 -9.990000000000000000e+02 1.000000000000000000e+00 3.000000000000000000e+01 4.000000000000000000e+01 2.042000000000000000e+03 9.528661999999999965e-01 7.070434500000000355e+01 2.345210000000000003e-02 3.118565699999999907e+01 1.000000000000000000e+00 1.000000000000000000e+01 7.000000000000000000e+00 1.347428499999999985e+03 9.916781999999999542e-01 7.070434500000000355e+01 2.345210000000000003e-02 3.974852799999999853e+00 7.023707000000000145e-01 9.313671999999999507e-01 6.982229599999999436e+02
9.200000000000000000e+01 -9.990000000000000000e+02 1.000000000000000000e+00 1.400000000000000000e+01 2.100000000000000000e+01 1.030285699999999906e+03 9.913939000000000501e-01 7.996543800000000601e+01 2.194082199999999983e+00 -6.866860000000000186e-01 3.000000000000000000e+00 7.000000000000000000e+00 8.000000000000000000e+00 2.901512400000000071e+03 8.739951000000000247e-01 7.996543800000000601e+01 2.194082199999999983e+00 8.776915499999999426e+00 6.315330000000000110e-01 2.018114600000000092e+00 3.321658300000000054e+03
9.300000000000000000e+01 -9.990000000000000000e+02 1.000000000000000000e+00 6.000000000000000000e+00 1.400000000000000000e+01 9.474285800000000108e+02 9.185879000000000127e-01 8.192861899999999764e+01 7.631565000000000154e-01 -6.827530000000000543e-01 1.000000000000000000e+00 1.300000000000000000e+01 7.000000000000000000e+00 9.274285800000000108e+02 9.641153000000000084e-01 8.192861899999999764e+01 7.631565000000000154e-01 -3.778296000000000099e+00 6.465834000000000303e-01 1.439118200000000014e+00 1.081164999999999964e+03
9.400000000000000000e+01 -9.990000000000000000e+02 1.000000000000000000e+00 3.100000000000000000e+01 3.300000000000000000e+01 2.997536300000000210e+03 9.461460999999999899e-01 1.231937199999999955e+01 1.185014999999999957e-01 5.145931600000000117e+01 2.000000000000000000e+00 1.800000000000000000e+01 2.700000000000000000e+01 2.957033399999999801e+03 9.578073999999999755e-01 1.231937199999999955e+01 1.185014999999999957e-01 3.015401200000000159e+01 5.679820000000000008e-02 6.866970999999999492e-01 6.018463799999999537e+02
9.500000000000000000e+01 -9.990000000000000000e+02 1.100000000000000000e+01 3.100000000000000000e+01 3.100000000000000000e+01 8.534193699999999581e+02 9.724777000000000005e-01 7.430260400000000232e+01 7.714859999999999773e-02 3.059212600000000037e+01 1.000000000000000000e+01 1.700000000000000000e+01 1.000000000000000000e+01 1.644000000000000000e+03 9.315438000000000329e-01 7.430260400000000232e+01 7.714859999999999773e-02 8.887455900000000852e+00 2.169080999999999926e-01 5.916000000000000147e-01 1.516460800000000063e+03
9.600000000000000000e+01 -9.990000000000000000e+02 1.000000000000000000e+00 1.500000000000000000e+01 9.000000000000000000e+00 1.669333300000000008e+03 8.515783000000000103e-01 8.991324600000000089e+01 9.948135000000000172e-01 3.581555999999999962e+00 3.000000000000000000e+00 6.000000000000000000e+00 4.000000000000000000e+00 1.851000000000000000e+03 9.015590999999999466e-01 8.991324600000000089e+01 9.948135000000000172e-01 -1.275154999999999994e+01 6.830462000000000478e-01 1.428829700000000091e+00 2.167781300000000044e+02
9.700000000000000000e+01 -9.990000000000000000e+02 1.000000000000000000e+00 2.100000000000000000e+01 1.800000000000000000e+01 9.093333099999999831e+02 8.484566000000000052e-01 3.954675199999999791e+01 6.215321999999999791e-01 7.556677299999999597e+00 1.000000000000000000e+00 8.000000000000000000e+00 8.000000000000000000e+00 1.273500000000000000e+03 9.475645000000000318e-01 3.954675199999999791e+01 6.215321999999999791e-01 9.176496500000000722e+00 2.744864000000000193e-01 1.483320999999999890e+00 6.484821899999999459e+02
9.800000000000000000e+01 -9.990000000000000000e+02 1.000000000000000000e+00 2.900000000000000000e+01 2.900000000000000000e+01 3.484137799999999743e+02 9.409667000000000447e-01 6.839115900000000181e+01 1.305872999999999895e-01 3.811599300000000312e+01 9.000000000000000000e+00 1.300000000000000000e+01 4.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 6.839115900000000181e+01 1.305872999999999895e-01 -1.736326000000000036e+01 7.737211999999999978e-01 1.942264999999999908e+00 4.483647000000000276e+02
9.900000000000000000e+01 -9.990000000000000000e+02 1.700000000000000000e+01 2.300000000000000000e+01 1.100000000000000000e+01 1.501454500000000053e+03 9.724277000000000060e-01 4.596626599999999740e+01 3.927087300000000170e+00 1.634195300000000017e+01 7.000000000000000000e+00 1.000000000000000000e+01 5.000000000000000000e+00 1.464000000000000000e+03 9.598811000000000426e-01 4.596626599999999740e+01 3.927087300000000170e+00 -1.067979000000000056e+01 4.758225999999999845e-01 6.204138000000000153e-01 1.753899700000000053e+02
1.000000000000000000e+02 -9.990000000000000000e+02 4.000000000000000000e+00 1.500000000000000000e+01 1.200000000000000000e+01 2.967625000000000000e+03 8.269075000000000175e-01 5.017164900000000216e+01 3.914632000000000112e-01 1.669942400000000049e+01 1.000000000000000000e+00 1.200000000000000000e+01 1.600000000000000000e+01 1.919750000000000000e+03 9.883378999999999914e-01 5.017164900000000216e+01 3.914632000000000112e-01 -9.823900999999999328e+00 5.081533999999999773e-01 1.789376400000000089e+00 6.148325499999999693e+02
1.010000000000000000e+02 -9.990000000000000000e+02 1.000000000000000000e+00 5.000000000000000000e+00 7.000000000000000000e+00 2.417142699999999991e+02 9.829322999999999810e-01 7.292532300000000589e+01 5.619319000000000397e-01 -5.619816000000000145e+00 1.000000000000000000e+00 5.000000000000000000e+00 5.000000000000000000e+00 9.760000000000000000e+02 1.000000000000000000e+00 7.292532300000000589e+01 5.619319000000000397e-01 -2.373599000000000103e+01 1.312559999999999942e-02 2.264614700000000092e+00 1.332999800000000050e+03
1.020000000000000000e+02 -9.990000000000000000e+02 1.000000000000000000e+00 3.000000000000000000e+01 2.000000000000000000e+01 8.650000000000000000e+02 9.930305999999999855e-01 3.224017299999999864e+01 5.913179799999999986e+00 4.177815999999999974e+01 7.000000000000000000e+00 1.400000000000000000e+01 8.000000000000000000e+00 1.113500000000000000e+03 9.208511000000000335e-01 3.224017299999999864e+01 5.913179799999999986e+00 3.195219199999999926e+00 6.288688000000000056e-01 9.477953999999999546e-01 4.111803800000000138e+02
1.030000000000000000e+02 -9.990000000000000000e+02 1.000000000000000000e+00 1.100000000000000000e+01 1.300000000000000000e+01 2.188307600000000093e+03 9.775726999999999611e-01 4.564590400000000159e+01 4.417906200000000005e+00 -1.876951999999999954e+00 1.000000000000000000e+00 8.000000000000000000e+00 1.100000000000000000e+01 1.954181700000000092e+03 8.669284000000000434e-01 4.564590400000000159e+01 4.417906200000000005e+00 9.838653499999999497e+00 5.411612000000000089e-01 9.638111000000000317e-01 2.095691799999999887e+02
